title,text,subject,date
Individual travel scrapped under Trump's new Cuba policy,"NEW YORK (Reuters) - U.S. President Donald Trump’s rollback on his predecessor’s liberalization of travel to Cuba will all but eliminate a burgeoning market for independent tourism, forcing would-be visitors into organized trips, experts said. That policy change could be bad news for airlines that have been helped by demand from solo travelers and families who have booked seats for ad-hoc informal “cultural exchanges” that had passed muster under former President Barack Obama’s loosened rules.  “It’s going to frustrate airlines who scheduled service on the premise that travel restrictions would eventually be removed,” Robert Mann, analyst at R.W. Mann & Co, said. “It was an ‘if you build it they will come’ kind of a philosophy.” Now, under directives announced by Trump on Friday, independent travel to Cuba from the United States will once again be forbidden, complicating the already tricky-to-navigate industry.  The new policy will ban most U.S. business transactions with the Armed Forces Business Enterprises Group, a sprawling conglomerate involved in all sectors of the economy, including the hotel and hospitality industry, but make some exceptions, including air and sea travel. [nL1N1JD02O] The president’s directive will essentially shield U.S. airlines and cruise lines now serving the island but dim a potentially bright outlook for travel growth between the countries.  While the industry at large is bracing for weakened demand following the policy shift, specialized travel agents could potentially see a windfall as travelers rush to book authorized organized trips to the island. “You can’t get through to our call line. We’re receiving 10 times the emails we were this morning,” Tom Popper, president of travel agency InsightCuba, which organizes legal group tours of the tourism-restricted island, said on Friday. U.S. cruise operators and airlines could lose around $712 million in annual revenues if the Trump administration fully reinstates restrictions on travel, Washington lobby group Engage Cuba said in a recent report. (tmsnrt.rs/2rBfMTI) While Trump’s new policy avoids the worst-case scenario of cancelling all commercial flights or severing diplomatic relations, it will still be a blow to a tourism sector betting on Cuba as a new high-growth market.   “If the goal is to help Cuban entrepreneurs, adding job-killing regulations on U.S. businesses and increasing government resources to investigate everyday Americans traveling to our island neighbor is not the answer,” James Williams, president of Engage Cuba, said in a statement.     Marriott International Inc on Friday urged the White House to improve relations with post-Castro Cuba and recognize tourism as a strategic tool in the effort. Marriott, the world’s biggest hotel chain, operates the Gaviota 5th Avenue Hotel, which is owned by the Cuban military. The Treasury Department said on its website that travel-related commercial engagements established before new regulations from the Office of Foreign Assets Control will be permitted, which appears to exempt the Marriott venture. Airlines for America, an industry trade group, said airlines are reviewing the directive and “will continue to comply with all federal rules and regulations regarding travel to Cuba.” Obama’s initial opening prompted a dash to launch flights into Cuba in mid-2016. Some early entrants, including smaller carriers Frontier Airlines, Silver Airways and Spirit Airlines Inc, have pulled out. While larger U.S. carriers have pared back flights to smaller Cuban cities, American Airlines, Delta, United Continental, Southwest and JetBlue have requested additional flight clearances on various routes to Havana.  Cruise operator Carnival Corp downplayed any impact from the change, saying it was “pleased” its ships could continue to sail to Cuba. ",politicsNews,"June 16, 2017 "
Trump to make remarks at White House at 3 p.m. EST,"WASHINGTON (Reuters) - U.S. President Donald Trump is slated to give remarks to reporters at the White House at 3 p.m. EST (2000 GMT) on Tuesday, the White House said. ",politicsNews,"November 28, 2017 "
Tunisia parliament backs Chahed's new government,"TUNIS (Reuters) - Tunisia s parliament gave Prime Minister Youssef Chahed s new government a vote of confidence on Monday after the premier detailed plans to halve the budget deficit and trim the public wage bill in the next three years as part of a reform package. Chahed last week named a new cabinet after weeks of wrangling between the ruling Nidaa Tounes party and rival Islamist party Ennahda over posts that had delayed progress on a reform program backed by the International Monetary Fund. Lawmakers voted late on Monday to approve the new cabinet, giving Chahed support to push on with austerity measures.  We hope this will be the government that gives Tunisians back some hope,  parliament assembly President Mohamed Naceur said after the vote. Tunisia has been praised for its democratic progress after the 2011 uprising against autocrat Zine El-Abidine Ben Ali, but successive governments have failed to advance in economic reforms to trim deficits and create jobs and growth. Chahed earlier said his government needed consensus backing to push ahead with reforms by 2020 that he hopes will revive Tunisia s economy, which has been hit by unrest after the 2011 revolt and by militant attacks on the tourism industry.  We are preparing an economic plan to relaunch and salvage the Tunisian economy,  he told parliament five days after naming a cabinet that includes a new minister in charge of economic reforms.  This is needed to balance our finances.  Chahed said the government aimed to reduce the deficit to 3 percent of gross domestic product by 2020 from 6 percent expected this year. He said growth was expected to hit 5 percent that year; in the first half of this year, the economy expanded by 1.9 percent. Backed by the International Monetary Fund, the North African country is looking to reduce subsidies, overhaul its pension system and shrink its large public sector. But worries over social unrest have kept authorities from advancing with reforms. Chahed said the government planned to reduce the public wage bill to around 12.5 percent of GDP from the current 14 percent - one of the highest ratios in the world. In an effort to boost foreign currency reserves, he said the government would also loosen currency controls to allow Tunisians to hold foreign currency accounts locally and introduce an amnesty for illicit foreign currency trade. ",worldnews,"September 11, 2017 "
Zimbabwe's Mnangagwa drops hint military chief set for vice presidency,"HARARE (Reuters) - Zimbabwean President Emmerson Mnangagwa gave his clearest signal yet on Tuesday that he would appoint as vice president the military leader who led the de facto coup that ousted former leader Robert Mugabe last month. At a ceremony marking Constantino Chiwenga s retirement and handover of the military reins to Phillip Sibanda at an army barracks near Harare s international airport, Mnangagwa lauded Chiwenga for his consistency and steadfastness.  I therefore urge you to maintain the same loyalty, robustness and dedication to duty as you move to your next assignment which is quite prominent,  he said without elaborating. Mnangagwa said on Friday he would fill the two vice presidential posts in the following few days. Chiwenga is the top contender in what is seen as a reward for helping to end Mugabe s 37-year rule.  Mnangagwa has appointed several senior military officers to his cabinet and the ruling party s executive politburo since he was sworn in as president on Nov. 24 in what some political analysts say reflects the army s consolidation of power since it turned against the 93-year-old Mugabe. Chris Mutsvangwa, special adviser to the president and the influential leader of the war veterans  association, rejected criticism of the military appointments, saying they were not unique to Zimbabwe. He pointed to the former generals in U.S. President Donald Trump s cabinet. He also denied a report by the privately owned NewsDay newspaper that he had said the army would play a role in elections due next year.  It s a lie ... I said there was a team which helped to undo the dynastic tendencies of geriatric Mugabe and his mid-wife (sic),  he told reporters at his offices in Harare.   I promised to the new president that we are going to deliver an electoral victory but that team specifically excludes the army because the army had played a role earlier and because the army is a professional army and does not get involved in election campaigns.  The elections are due by July 2018 but Mnangagwa has said they may be held sooner than expected. Mnangagwa told members of his ruling ZANU-PF party on Friday they would have to start fixing the economy if they wanted a chance of winning next year s vote. The southern African nation s economy collapsed in the latter half of Mugabe s rule, especially after the violent seizures of thousands of white-owned commercial farms. ",worldnews,"December 19, 2017 "
"Turkey remains dependable ally in NATO, Erdogan spokesman says","ANKARA (Reuters) - Turkey remains a dependable member of the NATO alliance, President Tayyip Erdogan s spokesman said on Thursday, after Western allies expressed concern over Ankara s decision to procure a missile defence system from Russia. Turkey s good relations with Russia are not an alternative to its ties to the West, but rather complementary, Ibrahim Kalin told a news conference. ",worldnews,"September 14, 2017 "
Eighteen injured in bomb attack on police vehicle in Turkey's Mersin province,"ANKARA (Reuters) - A bomb blast wrecked a bus carrying police officers on Tuesday in the southern Turkish province of Mersin, injuring 18 people in an attack that security sources blamed on Kurdish militants. Seventeen of those hurt were police officers, Deputy Prime Minister and government spokesman Bekir Bozdag told parliament, branding it a terrorist attack.  Turkey s battle against terror will continue under any circumstances in a strong and determined way,  Bozdag said. Security sources said militants of the outlawed Kurdistan Workers Party (PKK) were believed to have carried out the attack. They also said that none of those wounded were in a critical condition. No one immediately claimed responsibility for the bombing. Local mayor Burhanettin Kocamaz told broadcaster Haberturk the attack took place on a street where the local governor s office was located and had hit the police vehicle as it passed. Images from NTV showed smoke billowing from the area, in Mersin s Yenisehir district. Ambulances, police and fire trucks were sent to the site of the attack, security sources said.  Turkey is battling a three-decade insurgency in its mainly Kurdish southeast. The PKK frequently carries out bomb attacks on security forces in the southeast and elsewhere. The PKK is considered a terrorist organization by the United States and the European Union as well as by Turkey. More than 40,000 people, most of them Kurds, have died since it first took up arms against the state in 1984. ",worldnews,"October 17, 2017 "
Pakistan court issues arrest warrant for finance minister,"ISLAMABAD (Reuters) - A Pakistani anti-corruption court on Tuesday issued an arrest warrant for Finance Minister Ishaq Dar after the veteran politician failed to turn up for several court hearings. The warrant comes at an awkward time for Pakistan, which wants to raise in excess of $1 billion on international debt markets through a Sukuk and a Eurobond in coming months and has been trying to woo international investors. Dar, who has been charged with amassing wealth beyond his known sources of income, has missed three weeks of court hearings conducted by the anti-graft agency the National Accountability Bureau (NAB). Judge Mohammad Bashir issued the warrant on the grounds of  continued absence  from the court, according to a court statement. Dar, who has pleaded not guilty, is receiving medical treatment in London and now faces arrest upon his return to Pakistan. The case has been adjourned until Nov. 21. The charges against Dar followed an investigation into the finances of former Prime Minister Nawaz Sharif, who was ousted in July after the Supreme Court disqualified him for not declaring a small salary from his son s off-shore company. The finance minister is one of Sharif s closest political allies and Dar s son has married Sharif s daughter. Both men deny any wrongdoing. Dar has rejected growing calls to resign amid his legal woes and a worsening economic outlook for Pakistan, which is battling to stave off a balance of payments crisis due to dwindling foreign currency reserve and a widening current account deficit. Dar was initially lauded for steering Pakistan out of a balance of payments crisis in 2013 and returning the nuclear-armed country toward a higher growth trajectory. But over the past year he has faced criticism for his refusal to allow the rupee to weaken to ease macroeconomic pressures. He has also been accused of eroding the central bank s independence. ",worldnews,"November 14, 2017 "
U.N. chief: Northern Iraq vote would detract from Islamic State fight,"UNITED NATIONS (Reuters) - United Nations Secretary-General Antonio Guterres warned on Sunday that a planned Sept. 25 independence referendum in Iraq s semi-autonomous Kurdish region  would detract from the need to defeat  Islamic State and to reconstruct regained territories.   The Secretary-General respects the sovereignty, territorial integrity and unity of Iraq and considers that all outstanding issues between the federal Government and the Kurdistan Regional Government should be resolved through structured dialogue and constructive compromise,  U.N. spokesman Stephane Dujarric said in a statement.  The Secretary-General calls upon the leaders across Iraq to approach this matter with patience and restraint,  he said.  ",worldnews,"September 17, 2017 "
Bulgaria says border treaty revision not beneficial for regional stability,"SOFIA (Reuters) - Bulgaria s Foreign Ministry said on Friday any discussion about a revision of the treaty defining the borders of its neighbors Greece and Turkey would not help stability in the region. The statement comes a day after Turkish President Tayyip Erdogan said during a visit to Greece that some details in the Treaty of Lausanne, which established the borders of modern-day Turkey, were unclear and that a lasting solution to issues in the Aegean and Cyprus was needed.  Bulgaria believes that a discussion of peace treaties and existing borders is not beneficial to the international community and stability in the region,  the ministry said.  Any revision of international treaties may only be done by mutual agreement between the countries in accordance with international law,  it said, urging its neighbors to  continue on the path of dialogue . The ministry said it had discussed the issue with the Turkish ambassador to Sofia. Erdogan, making the first visit by a Turkish president to Greece in 65 years, said Muslims in the Greek border region of Western Thrace were not able to choose their own chief mufti, while Christian communities in Turkey enjoyed greater freedom to choose their patriarchs, suggesting the treaty was not being applied fairly. Greek President Prokopis Pavlopoulos also ruled out a revision of the 1923 Lausanne treaty. ",worldnews,"December 8, 2017 "
"Kremlin says Putin, Trump to speak by phone on Tuesday: RIA","MOSCOW (Reuters) - Russian President Vladimir Putin and U.S. President Donald Trump will speak by phone on Tuesday, RIA news agency quoted Kremlin spokesman Dmitry Peskov as saying. Trump will speak with Putin on Tuesday at 12:30 p.m. EDT, the White House said on Monday night. A senior Trump administration official said the two leaders would likely discuss the civil war in Syria, where Moscow backs the government of Bashar al-Assad and the United States supports rebels trying to overthrow him. ",politicsNews,"May 2, 2017 "
French union rank and file urge their bosses to put pressure on Macron,"PARIS (Reuters) - Rank and file members of France s biggest union, the CFDT, urged their leaders on Tuesday to take a tougher stand against President Emmanuel Macron s reform agenda. At a convention bringing some 10,000 CFDT members together in Paris, executives came under fire for snubbing protest calls from the Communist-rooted CGT against a labor law overhaul last month, the first major reform of Macron s five-year term.  Your words are too soft ... we really need a much harder position,  CFDT union official Pascale Meunier from telecoms group Orange told members of the union s executive committee during a debate. The revolt is a new sign that some grassroot union members are worried Macron s government is running roughshod over unions. On Friday, delegates from the Force Ouvriere (FO) union voted in favor of pushing for a harder line. The CGT, which fell behind the CFDT earlier this year as France s biggest union, was the only major union to hold protests against the labor reform though some FO and CFDT union members joined the demonstrations. The absence of FO, France s third-biggest union, disappointed many of its members as it had marched with CGT in 2016 against a labor reform by the previous government.  Norbert Raffolt, a CFDT official with the union s metal-working branch, accused the union s leadership of turning a deaf ear to calls for a tougher line.  Today you can hear it in the room. The rank and file is saying  we ve got to move it, we ve to give a different answer ,  Raffolt said. CFDT head Laurent Berger responded by saying street protests risked being seen as old-fashioned by the broader public and he urged members to push back against the implementation of the reform at their workplaces.  I understand and even sometimes share the legitimate desire of some of you to put shoes on and express your frustration,  Berger said a speech closing the convention.  But let s not give the government arguments to cast us into the annals of history,  he added. Even if unions step up pressure on Macron s government, at this point there is little that they can do against the labor reform as he signed the decrees underpinning it last month. However, a tougher tone from the unions could make life difficult for the government as it seeks to launch talks on revamping unemployment insurance and professional training in the coming months, followed by the retirement system next year. Union leaders are due to meet individually with Macron starting Oct. 12 about the upcoming reforms. ",worldnews,"October 3, 2017 "
U.S. Senate liberals propose new steps for Puerto Rico recovery,"WASHINGTON (Reuters) - Puerto Rico would get substantial debt relief and other new aid to help it recover from destruction inflicted by Hurricanes Irma and Maria in September, under legislation unveiled on Tuesday by leading liberals in the U.S. Senate. Senator Bernie Sanders, an independent, and Senator Elizabeth Warren, a Democrat, called for a new “emergency credit facility” of up to $57.2 billion for Puerto Rico and $5 billion for the Virgin Islands, according to a summary of the bill. The bill would also extend the deadline for individuals to apply for assistance from the Federal Emergency Management Agency. The legislation cannot advance without the support of Republicans, who hold a slim majority in the Senate. Congressional Republicans and the Trump administration have approved some $51 billion in aid to the U.S. territories of Puerto Rico and the Virgin Islands and U.S. states hit by hurricanes and wildfires, with a new round expected to be approved in December. The effort has been criticized as lackluster by many Democrats in Congress, with large swaths of Puerto Rico still without power and clean water. Puerto Rican Governor Ricardo Rossello is seeking more than $94 billion in disaster recovery aid, including $31.1 billion for housing and $17.8 billion to rebuild and bolster the power grid. The legislation would put Congress on record in support of relieving Puerto Rico’s $72 billion debt. The island has a further $50 billion in unfunded pension liabilities. Kenneth Mapp, governor of the U.S. Virgin Islands, said the island had requested $7.5 billion to cover uninsured hurricane-related damages to the public sector. The hurricanes devastated the island’s healthcare sector, destroying two already struggling hospitals. Mapp also asked for a waiver to use $226 million in unspent Medicaid funding provided under Obamacare. The island was unable to spend the money because the local government could not provide its share of matching funds. The Sanders-Warren plan would also restore the U.S. minimum wage for certain young workers in Puerto Rico, open some federal food and nutrition programs to the two territories and improve benefits under the Medicare and Medicaid health programs. The legislation as well would provide more federal aid for rebuilding Puerto Rico’s electric grid, with an emphasis on beefing up solar, wind and other “clean” energy capabilities. ",politicsNews,"November 28, 2017 "
Islamic State to fight 'till the end' in Raqqa: U.S. coalition spokesman,"KOBANI, Syria (Reuters) - Islamic State fighters in the Syrian city of Raqqa are expected to fight to the death, but some local militants have surrendered recently as U.S.-backed forces close in on their last strongholds, a U.S. coalition spokesman said on Wednesday. Colonel Ryan Dillon said officials in the Raqqa Civil Council, which is to govern the city after IS has been driven out, were working to negotiate the safe passage of thousands of civilians being held hostage. But the coalition would not support any negotiated withdrawal of fighters, he said.  The coalition would not be party to a negotiated settlement. (But) we re jumping ahead of anything that s being discussed right now ... as (the council) try to get civilians out,  he told Reuters by phone. Up to 400 militants are believed to remain in a small part of Raqqa surrounded by the Syrian Democratic Forces (SDF) alliance of Kurdish and Arab militias, he said.  The foreign fighters (in IS), we fully expect them to fight till the end - there s a hardcore of (foreign) fighters.   But we have seen a rate of four to five ISIS fighters surrendering a week, including emirs - local leaders within Raqqa - over the past month,  Dillon said, using another acronym for Islamic State. The SDF said on Sunday it expected Raqqa s capture to be announced within days. Islamic State took over the city in 2014 as it seized swathes of Syria and Iraq. Raqqa served as the group s de facto Syrian capital, from where Islamic State plotted deadly attacks abroad. ",worldnews,"October 11, 2017 "
China's Xi says he hopes U.S. handles Taiwan issue appropriately,"BEIJING (Reuters) - China hopes the United States can handle the Taiwan issue appropriately, in accordance with the “one China” principle,  President Xi Jinping told U.S. President Donald Trump on Monday,  state media said. “Negative factors” have affected Sino-U.S. relations, and China has already expressed its position to the United States, Xi told Trump, according to a read-out of a telephone call between the leaders carried by state television. The two also discussed the “peace and stability of the Korean peninsula”, the report added, without elaborating. ",politicsNews,"July 3, 2017 "
Eyes on Odinga as Kenya election board CEO takes leave before vote,"NAIROBI (Reuters) - Kenya s opposition leader Raila Odinga, who says he will boycott a presidential election re-run due next week, said on Friday he would announce a  way forward  the day before the scheduled poll, raising the possibility he might participate after all. At a memorial in western Kenya for opposition supporters killed in protests against the vote set for Oct. 26, Odinga told his supporters not to attack  innocent people  including people who support his rival President Uhuru Kenyatta. He did not comment on an announcement by the electoral board chief executive Ezra Chiloba earlier on Friday that he would take three weeks  leave. Kenya is holding the re-run after the Supreme Court threw out the result of an Aug. 8 election won by the incumbent Kenyatta but disputed by the challenger Odinga. The opposition leader has refused to participate in the re-run, arguing that reforms were needed first to prevent fraud. The opposition has demanded Chiloba resign, and the announcement that he will not participate in running the vote suggests progress in behind-the-scenes negotiations involving Western diplomats and religious and civil society leaders. Uncertainty over whether Odinga will participate in the election and concerns that it may not proceed peacefully have left Kenya, a traditionally stable Western ally in an often chaotic region, mired in political crisis. The volatile build-up to the Oct. 26 vote has revived memories for Kenyans of ethnically charged violence that killed around 1,200 people after a disputed election in 2007, when Odinga also lost and disputed the result. Chiloba told Reuters that, in light of the opposition s demands, he was going on leave, and that all arrangements for next week s vote were in place. At least 45 people died nationwide in a police crackdown on opposition supporters after the August vote, including a six-month old baby struck on the head by a police baton. With Odinga yet to respond to Chiloba s decision to go on leave, diplomats said they were unsure what would happen next.  The crystal ball is very cloudy at the moment,  a senior western diplomat in Nairobi told Reuters.  The situation is changing by the hour.  The electoral board has said next week s election will go ahead. Odinga met its chairman Wafula Chebukati on Thursday and later told reporters that if there were serious consultations and serious reforms, the opposition could review its boycott. Chebukati had said a day earlier that he could not guarantee the election would be free and fair, citing interference from politicians and threats of violence against colleagues. A fellow board member resigned this week after fleeing to the United States, saying she feared for her life. The opposition has held near-daily protests demanding electoral reforms and the sacking of board officials. Police said on Friday four people were killed as a result of their interventions to stop demonstrations.  Kenyatta has meanwhile urged Kenyans to come out in large numbers to vote, insisting the ballot be held. On Thursday, he snubbed an invitation to meet Chebukati, saying he would instead spend the time campaigning. In a speech in Nairobi on Friday, Kenyatta said the election must not divide the nation or push it to the brink. Disruptions of the vote by  those who thrive in chaos and relish anarchy  would not be tolerated, and security forces  have been enhanced and appropriately deployed to maintain law and order , he said. ",worldnews,"October 20, 2017 "
White House says Israeli settlement building may not help peace,"WASHINGTON (Reuters) - The Trump administration said on Thursday that Israel’s building of new settlements or expansion of existing ones in occupied territories may not be helpful in achieving peace with Palestinians, adopting a more measured tone than its previous pro-Israel announcements. In a statement issued two weeks before Israeli Prime Minister Benjamin Netanyahu is due to visit U.S. President Donald Trump, the White House said the administration “has not taken an official position on settlement activity.” Trump, a Republican, has signaled he could be more accommodating toward settlement projects than his Democratic predecessor, Barack Obama. The latest statement reflects slightly more nuanced language on how the new administration views settlement activity. “While we don’t believe the existence of settlements is an impediment to peace, the construction of new settlements or the expansion of existing settlements beyond their current borders may not be helpful in achieving that goal,” the White House said in a statement. The statement could disappoint Israel’s far-right, which had hoped Trump would give an unqualified green light on rapid settlement construction in the occupied West Bank and east Jerusalem - areas Israel captured in the 1967 Arab-Israeli war.  In the first Israeli reaction to the statement, Danny Danon, Israel’s ambassador to the United Nations, said it was too early to tell how it would affect future building. “It’s still too early to tell ... I would not categorize this as a U-turn by the U.S. administration but the issue is clearly on their agenda ... the issue will be discussed when the prime minister (Netanyahu) meets the president in Washington,” Danon told Israel Radio. “We will not always agree on everything,” he added.      U.S. Secretary of State Rex Tillerson spoke by phone with Netanyahu on Thursday, the State Department said. It did not say whether they discussed the White House statement. Obama routinely criticized settlement construction plans and his administration often described settlement activity as lacking legitimacy and impeding peace. The White House statement came as Israel has ratcheted up settlement activity. On Wednesday, it said it would establish a new settlement in the occupied West Bank, the first since the late 1990s. It also announced plans for 3,000 more settlement homes in the West Bank, the third such declaration in less than two weeks since Trump took office. An announcement a week ago by Israel that it would build some 2,500 more dwellings in the West Bank, where Palestinians now seek statehood, drew rebukes from the Palestinians and the European Union. ",politicsNews,"February 2, 2017 "
Trump outreach to Dimon for Treasury job may fall on deaf ears,"(Reuters) - JPMorgan Chase & Co Chief Executive Officer Jamie Dimon did not support Republican Donald Trump’s presidential campaign, yet some Trump advisers want America’s most famous banker to become Treasury Secretary to calm nerves on Wall Street. A member of Trump’s transition team contacted Dimon recently to see if he would be interested in the role, two people familiar with the matter told Reuters on Thursday. It was not clear whether Dimon had responded, though he has said emphatically multiple times that he was not interested in the role. JPMorgan spokesman Andrew Gray declined to comment, and Dimon, who is traveling outside the United States, could not be reached. Trump’s close circle of advisers includes several with Wall Street ties. His campaign finance manager, Steven Mnuchin, is a former Goldman Sachs Group Inc banker. Fundraiser Anthony Scaramucci is a hedge fund executive. A person familiar with Trump’s personnel efforts said the transition team’s list included Dimon, Mnuchin and Rep. Jeb Hensarling. The person said that Mnuchin was a more likely choice given his proximity to Trump. Trump’s controversial rhetoric and behavior during the campaign concerning immigrants, women, minorities, the disabled, Muslims and China, among other things, were offensive to many senior Wall Street executives who have tried to embrace inclusion, diversity and globalization. Trump also criticized Wall Street on the trail, saying the industry “got away with murder” and would not be let off the hook. Since being elected on Tuesday, Trump has softened his tone and tried to bridge gaps by meeting with President Obama and taking calls from foreign officials. Bringing Dimon on board could help him mend fences with the financial industry, which appears to be coming around to the idea of Trump in the White House. At an event on Thursday, Goldman Sachs Group Inc CEO Lloyd Blankfein said Trump could be good for the economy and Dimon would be an excellent choice for Treasury Secretary, while hedge fund manager Bill Ackman said Trump’s advisers would get “the best and brightest” to run the economy. Hensarling’s office indicated in a statement that he did not want the job. “Serving in his Cabinet is not something I’ve indicated an interest in and it’s not something I am pursuing,” the statement said. He said he looked forward to working in Congress to repeal the Dodd-Frank Act which tightened regulations on Wall Street in the wake of the financial crisis. Dimon, a lifelong Democrat, has been floated as a possible candidate for roles like Treasury Secretary in the past. However, resentment toward bankers following the 2007-2009 financial crisis made his candidacy much less likely, as did JPMorgan-specific scandals related to a costly derivatives trade and bad mortgages. A $13 billion mortgage settlement JPMorgan reached with the federal government in 2013 prompted Trump then to call Dimon “the worst banker in the United States.” However, Dimon has managed to retain a reputation within the banking industry as a distinguished leader, in part by the way he handled those scandals and the way he talks about JPMorgan’s role in society as the largest U.S. bank. For instance, Dimon decided to have JPMorgan make big investments in Detroit, calling it a civic duty to turn around an economically challenged city. His memos, speeches and letters to shareholders are often sprinkled with patriotic language. “America is best when we come together with clear leadership, expertise and the political will to take on difficult challenges and get things done,” the 60-year-old chairman and CEO said in a memo to JPMorgan Chase employees following Tuesday’s election. “No one should ever doubt the strength and resilience of our country and our democracy.” However, Dimon has said as recently as September that he would not want a role as Treasury Secretary. If he holds to that, it could put him and JPMorgan in an awkward position. Saying “no” to a presidential request to join the cabinet is unusual, and the bank would then be overseen by appointees from an administration Dimon rejected. Even so, his associates do not expect Dimon to say “yes.”  Dimon has said his determination to act would make it hard to make political compromises. Talking before an audience in September, he said the only job in government he would want is the one Trump is about to get. “I would love to be president of the United States of America,” Dimon told the Economic Club of Washington. “Until Donald Trump got to where he was, they said you’ll never see a rich businessman who’s never been in politics be president. I clearly was wrong about that.” ",politicsNews,"November 10, 2016 "
No new ski boycott: EU changes tune on Austrian right,"BRUSSELS (Reuters) - Seventeen winters ago, the European Union offered a very cold shoulder to a chancellor who brought Austria s far right into government, and some EU leaders even spoke of boycotting Tyrolean ski resorts in protest. On Monday, the strong chance Sebastian Kurz s center-right will invite the Freedom Party back into a Vienna coalition raised barely a murmur in Brussels. That said something about how the FPO has moved from its neo-Nazi past and a lot about how the rest of Europe has shifted rightward, especially on immigration. An Austrian government led by a man who campaigned on tough border policies and featuring the FPO would, two years ago, have been  an earthquake  for Europe, a senior EU official said. Now, following the crisis of 2015-16 in which over a million refugees and others came by sea to Greece and Italy, often then reaching Germany via Austria, critics of open doors have shifted Europe their way. Said another Brussels insider:  They ve built the theater that we are all playing in now.  A hard-nosed deal with Turkey to hold back Syrian refugees, tougher action on detaining and deporting failed asylum seekers, scaling back rescue boats and cooperation with Libyan forces  have contributed to a substantial fall in new arrivals. In Germany, where fellow travelers of the FPO damaged Chancellor Angela Merkel in an election last month, her bold welcome for refugees in 2015 has given way to support for ramped up border defenses. Congratulating the 31-year-old Kurz on Sunday s election victory, European Commission President Jean-Claude Juncker alluded to concern about a eurosceptic government in Vienna. The Brussels chief executive wished him success in forming a  stable, pro-European government . Juncker s spokesman would not say that the Commission was pressing Kurz to shun the FPO, as EU leaders did when Chancellor Wolfgang Schuessel formed a coalition with the party then led by Joerg Haider in 2000. That February, nearly 18 years ago, Juncker as prime minister of Luxembourg was among the 14 EU leaders who barely spoke to Schuessel or his ministers for six months and later revised EU treaties to create powers to suspend renegade member states. There were harsh words. Belgium s foreign minister - father of its current premier Charles Michel - called on people not to take winter holidays in Austria. Yet current Belgian Foreign Minister Didier Reynders was one of many attending an EU meeting who politely congratulated their absent young Austrian colleague and said they looked forward to working with his new government. None so much as mentioned those suspension powers which the EU gave itself after their failure to change Schuessel s mind.  Fellow ministers chorused on Kurz s pro-EU credentials. His party colleague Johannes Hahn, who holds Austria s seat on Juncker s Commission said that whatever government Kurz formed would have  a very pro-European agenda because all the major political parties are very much committed to the European Union . That reflects a shift in the FPO under Heinz-Christian Strache. He has toned down hostility to the EU and distanced the party from anti-Semitism while criticizing Islam. It took the far-left leader in the European Parliament to offer anything but a mild reaction. Gabi Zimmer said the vote should  strike fear into everyone  and accused Kurz of espousing  bigotry and prejudices  to beat a party led by a  neo-Nazi .  But Kurz faces a Europe very different from the one that  ostracized Schuessel. Power has shifted to fellow conservatives, compared to 2000, when governments including those of Germany, France, Britain and Italy were in the hands of the left. EU enlargement to the ex-communist east has brought in many more leaders, such as in Poland and Hungary, who are open in their hostility to immigration, especially by Muslims. Kurz won a particularly warm tribute from his Hungarian counterpart. And more governments - French, Dutch, Nordic and now German - face the problem Schuessel had of a popular far-right party. That has contributed to a reluctance to criticize EU peers over strategies to contain such insurgencies - though leaders will be looking to Kurz to rein in the FPO, as they did when they needed to justify letting Schuessel back into their fold. That lesson, of having to climb down after rushing to the rhetorical barricades but failing to make Schuessel budge, shows up today in a hesitation to suspend Hungary or Poland for failings on democratic values. As one EU official put it:  Austria in 2000 showed us how not to go in without an exit strategy.  ",worldnews,"October 16, 2017 "
London security alert ends as package ruled non-suspicious,"LONDON (Reuters) - London police said an item that had prompted a security alert in the financial district of the city on Tuesday morning was non-suspicious, after authorities had closed St Paul s underground station as a precaution. ",worldnews,"December 5, 2017 "
